,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryAddition,YearlyHollidayDays,DrivingKilometers
874,No,30.0,Travel_Rarely,853.0,Research & Development,7.0,4,Life Sciences,3.0,Male,49.0,3.0,2.0,Laboratory Technician,3.0,Divorced,3491.0,11309.0,1.0,Y,No,13.0,3.0,1.0,80.0,3,10.0,4.0,2.0,10.0,7.0,8.0,9.0,-107.56058506372256,15.0,
875,No,44.0,Travel_Rarely,200.0,Research & Development,29.0,4,Other,4.0,Male,32.0,3.0,2.0,Research Scientist,4.0,Single,4541.0,7744.0,1.0,Y,No,25.0,4.0,2.0,80.0,0,20.0,,3.0,20.0,11.0,13.0,17.0,1073.3848035428805,,0.8306738317271973
876,No,20.0,Travel_Rarely,654.0,Sales,21.0,3,Marketing,3.0,Male,43.0,4.0,1.0,Sales Representative,4.0,Single,2678.0,5050.0,1.0,Y,No,17.0,3.0,4.0,80.0,0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1167.535155010984,,1.4608651378195647
877,No,46.0,Travel_Rarely,150.0,Research & Development,2.0,4,Technical Degree,4.0,Male,60.0,3.0,2.0,Manufacturing Director,4.0,Divorced,7379.0,17433.0,2.0,Y,No,11.0,3.0,3.0,80.0,1,12.0,3.0,2.0,6.0,3.0,1.0,4.0,1840.9311960537625,10.0,
878,No,42.0,Non-Travel,179.0,Human Resources,2.0,5,Medical,4.0,Male,79.0,4.0,2.0,Human Resources,1.0,Married,6272.0,12858.0,7.0,Y,No,16.0,3.0,1.0,80.0,1,10.0,3.0,4.0,4.0,3.0,0.0,3.0,1083.5712547320102,22.0,
879,No,60.0,Travel_Rarely,696.0,Sales,7.0,4,Marketing,2.0,Male,52.0,4.0,2.0,Sales Executive,4.0,Divorced,5220.0,10893.0,0.0,Y,Yes,18.0,3.0,2.0,80.0,1,12.0,3.0,3.0,11.0,7.0,1.0,9.0,,10.0,
880,No,32.0,Travel_Frequently,116.0,Research & Development,13.0,3,Other,3.0,Female,77.0,2.0,1.0,Laboratory Technician,2.0,Married,2743.0,7331.0,1.0,Y,No,20.0,4.0,3.0,80.0,1,2.0,2.0,3.0,2.0,2.0,,2.0,694.6150073375693,25.0,
881,No,32.0,Travel_Frequently,1316.0,Research & Development,2.0,2,Life Sciences,4.0,Female,38.0,3.0,2.0,Research Scientist,3.0,Single,4998.0,2338.0,4.0,Y,Yes,14.0,3.0,4.0,80.0,0,10.0,,3.0,8.0,7.0,,7.0,1177.8004059530158,10.0,1.291372018994617
882,No,36.0,Travel_Rarely,363.0,Research & Development,1.0,3,Technical Degree,3.0,Female,77.0,1.0,3.0,Manufacturing Director,1.0,Divorced,10252.0,4235.0,2.0,Y,Yes,21.0,4.0,3.0,80.0,1,17.0,2.0,3.0,7.0,7.0,7.0,7.0,1022.8318338120355,,
883,No,33.0,Travel_Rarely,117.0,Research & Development,9.0,3,Medical,1.0,Male,60.0,3.0,1.0,Research Scientist,4.0,Married,2781.0,6311.0,0.0,Y,No,13.0,3.0,2.0,80.0,1,15.0,5.0,3.0,14.0,10.0,4.0,10.0,651.7750862806599,15.0,
884,No,40.0,Travel_Rarely,107.0,Sales,10.0,3,Technical Degree,2.0,Female,84.0,2.0,2.0,Sales Executive,2.0,Divorced,6852.0,11591.0,7.0,Y,No,12.0,3.0,2.0,80.0,1,7.0,2.0,4.0,5.0,1.0,1.0,3.0,536.1146356076533,,
885,No,25.0,Travel_Rarely,1356.0,Sales,10.0,4,Life Sciences,3.0,Male,57.0,3.0,2.0,Sales Executive,4.0,Single,4950.0,20623.0,0.0,Y,No,14.0,3.0,2.0,80.0,0,5.0,4.0,3.0,4.0,3.0,1.0,1.0,989.4016467070724,,
886,No,30.0,Travel_Rarely,1465.0,Research & Development,1.0,3,Medical,4.0,Male,63.0,3.0,1.0,Research Scientist,2.0,Married,3579.0,9369.0,0.0,Y,Yes,21.0,4.0,1.0,80.0,1,12.0,,3.0,11.0,9.0,5.0,7.0,1647.225385253917,15.0,
887,No,42.0,Travel_Frequently,458.0,Research & Development,26.0,5,Medical,1.0,Female,60.0,3.0,3.0,Research Director,1.0,Married,13191.0,23281.0,3.0,Y,Yes,17.0,3.0,3.0,80.0,0,20.0,6.0,3.0,1.0,0.0,0.0,0.0,1154.7917805584962,,
888,No,35.0,Non-Travel,1212.0,Sales,8.0,2,Marketing,3.0,Female,78.0,2.0,3.0,Sales Executive,4.0,Married,10377.0,13755.0,4.0,Y,Yes,11.0,3.0,2.0,80.0,1,16.0,6.0,2.0,13.0,2.0,4.0,12.0,1033.2785480115278,15.0,0.7354692907301079
889,No,27.0,Travel_Rarely,1103.0,Research & Development,14.0,3,Life Sciences,1.0,Male,42.0,3.0,1.0,Research Scientist,1.0,Married,2235.0,14377.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,2,9.0,3.0,2.0,9.0,7.0,6.0,8.0,1076.131390322972,,
890,No,54.0,Travel_Frequently,966.0,Research & Development,1.0,4,Life Sciences,4.0,Female,53.0,3.0,3.0,Manufacturing Director,3.0,Divorced,10502.0,9659.0,7.0,Y,No,17.0,3.0,1.0,80.0,1,33.0,2.0,1.0,5.0,4.0,1.0,4.0,,,
891,No,44.0,Travel_Rarely,1117.0,Research & Development,2.0,1,Life Sciences,1.0,Female,72.0,4.0,1.0,Research Scientist,4.0,Married,2011.0,19982.0,1.0,Y,No,13.0,3.0,4.0,80.0,1,10.0,5.0,3.0,10.0,5.0,7.0,7.0,777.5719930367904,10.0,
892,Yes,19.0,Non-Travel,504.0,Research & Development,10.0,3,Medical,1.0,Female,96.0,2.0,1.0,Research Scientist,2.0,Single,1859.0,6148.0,1.0,Y,Yes,25.0,4.0,2.0,80.0,0,1.0,,4.0,1.0,1.0,0.0,0.0,1241.6289357537753,,
893,No,29.0,Travel_Rarely,1010.0,Research & Development,1.0,3,Life Sciences,1.0,Female,97.0,3.0,1.0,Research Scientist,4.0,Divorced,3760.0,5598.0,1.0,Y,No,15.0,3.0,1.0,80.0,3,3.0,5.0,3.0,3.0,2.0,1.0,2.0,682.6156166029184,,
894,No,54.0,Travel_Rarely,685.0,Research & Development,3.0,3,Life Sciences,4.0,Male,85.0,3.0,4.0,Research Director,4.0,Married,17779.0,23474.0,3.0,Y,No,14.0,3.0,1.0,80.0,0,36.0,2.0,3.0,10.0,9.0,0.0,9.0,,,
895,No,31.0,Travel_Rarely,1332.0,Research & Development,11.0,2,Medical,3.0,Male,80.0,3.0,2.0,Healthcare Representative,1.0,Married,6833.0,17089.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,0,6.0,2.0,2.0,6.0,5.0,0.0,1.0,1496.4844404569185,18.0,2.765851746475642
896,No,31.0,Travel_Rarely,1062.0,Research & Development,24.0,3,Medical,3.0,Female,96.0,2.0,2.0,Healthcare Representative,1.0,Single,6812.0,17198.0,1.0,Y,No,19.0,3.0,2.0,80.0,0,10.0,2.0,3.0,10.0,9.0,1.0,8.0,722.4834097679902,10.0,
897,No,59.0,Travel_Rarely,326.0,Sales,3.0,3,Life Sciences,3.0,Female,48.0,2.0,2.0,Sales Executive,4.0,Single,5171.0,16490.0,5.0,Y,No,17.0,3.0,4.0,80.0,0,13.0,2.0,3.0,6.0,1.0,,5.0,,,1.4432751465935523
898,No,43.0,Travel_Rarely,920.0,Research & Development,3.0,3,Life Sciences,3.0,Male,96.0,1.0,5.0,Research Director,4.0,Married,19740.0,18625.0,3.0,Y,No,14.0,3.0,2.0,80.0,1,25.0,2.0,3.0,8.0,7.0,,7.0,1556.7573679436282,25.0,
899,No,49.0,Travel_Rarely,1098.0,Research & Development,4.0,2,Medical,1.0,Male,85.0,2.0,5.0,Manager,3.0,Married,18711.0,12124.0,2.0,Y,No,13.0,3.0,3.0,80.0,1,23.0,2.0,4.0,1.0,0.0,0.0,0.0,895.8324433014858,18.0,
900,No,36.0,Travel_Frequently,469.0,Research & Development,3.0,3,Technical Degree,3.0,Male,46.0,3.0,1.0,Research Scientist,2.0,Married,3692.0,9256.0,1.0,Y,No,12.0,3.0,3.0,80.0,0,12.0,2.0,2.0,11.0,10.0,0.0,7.0,1012.4809220172197,30.0,
901,No,48.0,Travel_Rarely,969.0,Research & Development,2.0,2,Technical Degree,4.0,Male,76.0,4.0,1.0,Laboratory Technician,2.0,Single,2559.0,16620.0,5.0,Y,No,11.0,3.0,3.0,80.0,0,7.0,4.0,2.0,1.0,0.0,0.0,0.0,1228.0060269893959,10.0,
902,No,27.0,Travel_Rarely,1167.0,Research & Development,4.0,2,Life Sciences,1.0,Male,76.0,3.0,1.0,Research Scientist,3.0,Divorced,2517.0,3208.0,1.0,Y,No,11.0,3.0,2.0,80.0,3,5.0,2.0,3.0,5.0,3.0,0.0,3.0,1118.875537656225,,1.076911846840248
903,No,29.0,Travel_Rarely,1329.0,Research & Development,7.0,3,Life Sciences,3.0,Male,82.0,3.0,2.0,Healthcare Representative,4.0,Divorced,6623.0,4204.0,1.0,Y,Yes,11.0,3.0,2.0,80.0,2,6.0,2.0,3.0,6.0,0.0,1.0,0.0,812.2340148355155,25.0,
904,No,48.0,Travel_Rarely,715.0,Research & Development,1.0,3,Life Sciences,4.0,Male,76.0,2.0,5.0,Research Director,4.0,Single,18265.0,8733.0,6.0,Y,No,12.0,3.0,3.0,80.0,0,25.0,3.0,4.0,1.0,0.0,0.0,0.0,1152.9139917709638,,
905,No,29.0,Travel_Rarely,694.0,Research & Development,1.0,3,Life Sciences,4.0,Female,87.0,2.0,4.0,Research Director,4.0,Divorced,16124.0,3423.0,3.0,Y,No,14.0,3.0,2.0,80.0,2,9.0,2.0,2.0,7.0,7.0,1.0,7.0,621.8282720306927,10.0,
906,No,34.0,Travel_Rarely,1320.0,Research & Development,20.0,3,Technical Degree,3.0,Female,89.0,4.0,1.0,Research Scientist,3.0,Married,2585.0,21643.0,0.0,Y,No,17.0,3.0,4.0,80.0,0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,1131.7818310748512,10.0,
907,No,44.0,Travel_Rarely,1099.0,Sales,5.0,3,Marketing,2.0,Male,88.0,3.0,5.0,Manager,2.0,Married,18213.0,8751.0,7.0,Y,No,11.0,3.0,3.0,80.0,1,26.0,5.0,3.0,22.0,9.0,3.0,10.0,1477.9287274863327,10.0,
908,No,33.0,Travel_Rarely,536.0,Sales,10.0,5,Marketing,4.0,Male,82.0,4.0,3.0,Sales Executive,3.0,Divorced,8380.0,21708.0,0.0,Y,Yes,14.0,3.0,4.0,80.0,2,10.0,3.0,3.0,9.0,8.0,0.0,8.0,953.1604629320182,,
909,No,19.0,Travel_Rarely,265.0,Research & Development,25.0,3,Life Sciences,2.0,Female,57.0,4.0,1.0,Research Scientist,4.0,Single,2994.0,21221.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,619.1918953089086,,
910,No,23.0,Travel_Rarely,373.0,Research & Development,1.0,2,Life Sciences,4.0,Male,47.0,3.0,1.0,Research Scientist,3.0,Married,1223.0,16901.0,1.0,Y,No,22.0,4.0,4.0,80.0,1,1.0,2.0,3.0,1.0,0.0,,1.0,1722.6575741715553,25.0,
911,Yes,25.0,Travel_Frequently,599.0,Sales,24.0,1,Life Sciences,3.0,Male,73.0,1.0,1.0,Sales Representative,4.0,Single,1118.0,8040.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,0,1.0,4.0,3.0,1.0,0.0,1.0,0.0,874.2250786759348,,
912,No,26.0,Travel_Rarely,583.0,Research & Development,4.0,2,Life Sciences,3.0,Male,53.0,3.0,1.0,Research Scientist,4.0,Single,2875.0,9973.0,1.0,Y,Yes,20.0,4.0,2.0,80.0,0,8.0,2.0,2.0,8.0,5.0,2.0,2.0,1027.719465227991,22.0,
913,Yes,45.0,Travel_Rarely,1449.0,Sales,2.0,3,Marketing,1.0,Female,94.0,1.0,5.0,Manager,2.0,Single,18824.0,2493.0,2.0,Y,Yes,16.0,3.0,1.0,80.0,0,26.0,2.0,3.0,24.0,10.0,1.0,11.0,1106.836014912554,,0.7153899043103502
914,No,55.0,Non-Travel,177.0,Research & Development,8.0,1,Medical,4.0,Male,37.0,2.0,4.0,Healthcare Representative,2.0,Divorced,13577.0,25592.0,1.0,Y,Yes,15.0,3.0,4.0,80.0,1,34.0,3.0,3.0,33.0,9.0,15.0,0.0,,15.0,
915,Yes,21.0,Travel_Frequently,251.0,Research & Development,10.0,2,Life Sciences,1.0,Female,45.0,2.0,1.0,Laboratory Technician,3.0,Single,2625.0,25308.0,1.0,Y,No,20.0,4.0,3.0,80.0,0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1334.865203974177,,
916,No,46.0,Travel_Rarely,168.0,Sales,4.0,2,Marketing,4.0,Female,33.0,2.0,5.0,Manager,2.0,Married,18789.0,9946.0,2.0,Y,No,14.0,3.0,3.0,80.0,1,26.0,2.0,3.0,11.0,4.0,0.0,8.0,946.3437462444479,,
917,No,34.0,Travel_Rarely,131.0,Sales,2.0,3,Marketing,3.0,Female,86.0,3.0,2.0,Sales Executive,1.0,Single,4538.0,6039.0,0.0,Y,Yes,12.0,3.0,4.0,80.0,0,4.0,3.0,3.0,3.0,2.0,0.0,2.0,1527.1722375016102,22.0,
918,No,51.0,Travel_Frequently,237.0,Sales,9.0,3,Life Sciences,4.0,Male,83.0,3.0,5.0,Manager,2.0,Divorced,19847.0,19196.0,4.0,Y,Yes,24.0,4.0,1.0,80.0,1,31.0,,2.0,29.0,10.0,11.0,10.0,,,
919,No,59.0,Travel_Rarely,1429.0,Research & Development,18.0,4,Medical,4.0,Male,67.0,3.0,3.0,Manufacturing Director,4.0,Single,10512.0,20002.0,6.0,Y,No,12.0,3.0,4.0,80.0,0,25.0,6.0,2.0,9.0,7.0,5.0,4.0,,22.0,
920,No,34.0,Travel_Frequently,135.0,Research & Development,19.0,3,Medical,3.0,Female,46.0,3.0,2.0,Laboratory Technician,2.0,Divorced,4444.0,22534.0,4.0,Y,No,13.0,3.0,3.0,80.0,2,15.0,2.0,4.0,11.0,8.0,5.0,10.0,1156.5101071516979,10.0,
921,No,28.0,Travel_Frequently,791.0,Research & Development,1.0,4,Medical,4.0,Male,44.0,3.0,1.0,Laboratory Technician,3.0,Single,2154.0,6842.0,0.0,Y,Yes,11.0,3.0,3.0,80.0,0,5.0,2.0,2.0,4.0,2.0,,2.0,488.69424437103066,10.0,0.7933399728295616
922,No,44.0,Travel_Rarely,1199.0,Research & Development,4.0,2,Life Sciences,3.0,Male,92.0,4.0,5.0,Manager,1.0,Divorced,19190.0,17477.0,1.0,Y,No,14.0,3.0,4.0,80.0,2,26.0,4.0,2.0,25.0,9.0,14.0,13.0,1446.9465737081723,25.0,0.6624124751921856
923,No,34.0,Travel_Frequently,648.0,Human Resources,11.0,3,Life Sciences,3.0,Male,56.0,2.0,2.0,Human Resources,2.0,Married,4490.0,21833.0,4.0,Y,No,11.0,3.0,4.0,80.0,2,14.0,5.0,4.0,10.0,9.0,1.0,8.0,893.0506666653621,10.0,
924,No,35.0,Travel_Rarely,735.0,Research & Development,6.0,1,Life Sciences,3.0,Male,66.0,3.0,1.0,Research Scientist,3.0,Married,3506.0,6020.0,0.0,Y,Yes,14.0,3.0,4.0,80.0,0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,755.0021394809112,10.0,1.1256044086560357
925,No,42.0,Travel_Rarely,603.0,Research & Development,7.0,4,Medical,2.0,Female,78.0,4.0,2.0,Research Scientist,2.0,Married,2372.0,5628.0,6.0,Y,Yes,16.0,3.0,4.0,80.0,0,18.0,,3.0,1.0,0.0,0.0,0.0,1607.0415109528171,25.0,
926,No,43.0,Travel_Rarely,531.0,Sales,4.0,4,Marketing,4.0,Female,56.0,2.0,3.0,Sales Executive,4.0,Single,10231.0,20364.0,3.0,Y,No,14.0,3.0,4.0,80.0,0,23.0,,4.0,21.0,7.0,15.0,17.0,944.8870192690629,10.0,0.9716076639350995
927,No,36.0,Travel_Rarely,429.0,Research & Development,2.0,4,Life Sciences,3.0,Female,53.0,3.0,2.0,Manufacturing Director,2.0,Single,5410.0,2323.0,9.0,Y,Yes,11.0,3.0,4.0,80.0,0,18.0,2.0,3.0,16.0,14.0,5.0,12.0,938.3464599679551,,2.590623478932041
928,Yes,44.0,Travel_Rarely,621.0,Research & Development,15.0,3,Medical,1.0,Female,73.0,3.0,3.0,Healthcare Representative,4.0,Married,7978.0,14075.0,1.0,Y,No,11.0,3.0,4.0,80.0,1,10.0,2.0,3.0,10.0,7.0,0.0,5.0,1353.6850359722507,,1.4234757099389332
929,No,28.0,Travel_Frequently,193.0,Research & Development,2.0,3,Life Sciences,4.0,Male,52.0,2.0,1.0,Laboratory Technician,4.0,Married,3867.0,14222.0,1.0,Y,Yes,12.0,3.0,2.0,80.0,1,2.0,,3.0,2.0,2.0,2.0,2.0,1043.2480567061423,25.0,
930,No,51.0,Travel_Frequently,968.0,Research & Development,6.0,2,Medical,2.0,Female,40.0,2.0,1.0,Laboratory Technician,3.0,Single,2838.0,4257.0,0.0,Y,No,14.0,3.0,2.0,80.0,0,8.0,6.0,2.0,7.0,0.0,7.0,7.0,,,
931,No,30.0,Non-Travel,879.0,Research & Development,9.0,2,Medical,3.0,Female,72.0,3.0,2.0,Manufacturing Director,3.0,Single,4695.0,12858.0,7.0,Y,Yes,18.0,3.0,3.0,80.0,0,10.0,3.0,3.0,8.0,4.0,1.0,7.0,1096.639109310444,25.0,1.6077570929490421
932,Yes,29.0,Travel_Rarely,806.0,Research & Development,7.0,3,Technical Degree,2.0,Female,39.0,3.0,1.0,Laboratory Technician,3.0,Divorced,3339.0,17285.0,3.0,Y,Yes,13.0,3.0,1.0,80.0,2,10.0,2.0,3.0,7.0,7.0,,7.0,738.0084733894489,,
933,No,28.0,Travel_Rarely,640.0,Research & Development,1.0,3,Technical Degree,4.0,Male,84.0,3.0,1.0,Research Scientist,1.0,Single,2080.0,4732.0,2.0,Y,No,11.0,3.0,2.0,80.0,0,5.0,2.0,2.0,3.0,2.0,1.0,2.0,781.3303499769573,10.0,
934,No,25.0,Travel_Rarely,266.0,Research & Development,1.0,3,Medical,4.0,Female,40.0,3.0,1.0,Research Scientist,2.0,Single,2096.0,18830.0,1.0,Y,No,18.0,3.0,4.0,80.0,0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1600.4609356877145,10.0,
935,No,32.0,Travel_Rarely,604.0,Sales,8.0,3,Medical,3.0,Male,56.0,4.0,2.0,Sales Executive,4.0,Married,6209.0,11693.0,1.0,Y,No,15.0,3.0,3.0,80.0,2,10.0,4.0,4.0,10.0,7.0,0.0,8.0,963.5236118884869,,
936,No,45.0,Travel_Frequently,364.0,Research & Development,25.0,3,Medical,2.0,Female,83.0,3.0,5.0,Manager,2.0,Single,18061.0,13035.0,3.0,Y,No,22.0,4.0,3.0,80.0,0,22.0,4.0,3.0,0.0,0.0,0.0,0.0,1193.9664270070812,22.0,0.8939156303843769
937,No,39.0,Travel_Rarely,412.0,Research & Development,13.0,4,Medical,3.0,Female,94.0,2.0,4.0,Manager,2.0,Divorced,17123.0,17334.0,6.0,Y,Yes,13.0,3.0,4.0,80.0,2,21.0,4.0,3.0,19.0,9.0,15.0,2.0,886.4627743532769,18.0,
938,No,58.0,Travel_Rarely,848.0,Research & Development,23.0,4,Life Sciences,1.0,Male,88.0,3.0,1.0,Research Scientist,3.0,Divorced,2372.0,26076.0,1.0,Y,No,12.0,3.0,4.0,80.0,2,2.0,3.0,3.0,2.0,2.0,2.0,2.0,,,
939,Yes,32.0,Travel_Rarely,1089.0,Research & Development,7.0,2,Life Sciences,4.0,Male,79.0,3.0,2.0,Laboratory Technician,3.0,Married,4883.0,22845.0,1.0,Y,No,18.0,3.0,1.0,80.0,1,10.0,3.0,3.0,10.0,4.0,1.0,1.0,1015.2134788762743,,1.2328948711291101
940,Yes,39.0,Travel_Rarely,360.0,Research & Development,23.0,3,Medical,3.0,Male,93.0,3.0,1.0,Research Scientist,1.0,Single,3904.0,22154.0,,Y,No,13.0,3.0,1.0,80.0,0,6.0,2.0,3.0,5.0,2.0,0.0,3.0,1623.608896255226,,
941,No,30.0,Travel_Rarely,1138.0,Research & Development,6.0,3,Technical Degree,1.0,Female,48.0,2.0,2.0,Laboratory Technician,4.0,Married,4627.0,23631.0,0.0,Y,No,12.0,3.0,1.0,80.0,1,10.0,,3.0,9.0,2.0,6.0,7.0,1052.69849427578,,
942,No,36.0,Travel_Rarely,325.0,Research & Development,10.0,4,Technical Degree,4.0,Female,63.0,3.0,3.0,Healthcare Representative,3.0,Married,7094.0,5747.0,3.0,Y,No,12.0,3.0,1.0,80.0,0,10.0,0.0,3.0,7.0,7.0,1.0,7.0,1148.2153253538515,,
943,No,46.0,Travel_Rarely,991.0,Human Resources,1.0,2,Life Sciences,4.0,Female,44.0,3.0,1.0,Human Resources,1.0,Single,3423.0,22957.0,6.0,Y,No,12.0,3.0,3.0,80.0,0,10.0,3.0,4.0,7.0,6.0,5.0,7.0,1443.4136721208833,22.0,
944,No,28.0,Non-Travel,1476.0,Research & Development,1.0,3,Life Sciences,3.0,Female,55.0,1.0,2.0,Laboratory Technician,4.0,Married,6674.0,16392.0,0.0,Y,No,11.0,3.0,1.0,80.0,3,10.0,6.0,3.0,9.0,8.0,7.0,5.0,1540.606834115015,30.0,
945,No,50.0,Travel_Rarely,1322.0,Research & Development,28.0,3,Life Sciences,4.0,Female,43.0,3.0,4.0,Research Director,1.0,Married,16880.0,22422.0,4.0,Y,Yes,11.0,3.0,2.0,80.0,0,25.0,2.0,3.0,3.0,2.0,,2.0,,15.0,
946,Yes,40.0,Travel_Rarely,299.0,Sales,25.0,4,Marketing,4.0,Male,57.0,2.0,3.0,Sales Executive,2.0,Single,9094.0,17235.0,2.0,Y,Yes,12.0,3.0,3.0,80.0,0,9.0,2.0,3.0,5.0,4.0,1.0,0.0,1333.1358135576886,15.0,
947,Yes,52.0,Travel_Rarely,1030.0,Sales,5.0,3,Life Sciences,2.0,Male,64.0,3.0,3.0,Sales Executive,2.0,Single,8446.0,21534.0,9.0,Y,Yes,19.0,3.0,3.0,80.0,0,10.0,2.0,2.0,8.0,7.0,7.0,7.0,,,1.5562974467223434
948,No,30.0,Travel_Rarely,634.0,Research & Development,17.0,4,Medical,2.0,Female,95.0,3.0,3.0,Manager,1.0,Married,11916.0,25927.0,1.0,Y,Yes,23.0,4.0,4.0,80.0,2,9.0,2.0,3.0,9.0,1.0,0.0,8.0,1994.5748348472796,25.0,
949,No,39.0,Travel_Rarely,524.0,Research & Development,18.0,2,Life Sciences,1.0,Male,32.0,3.0,2.0,Manufacturing Director,3.0,Single,4534.0,13352.0,0.0,Y,No,11.0,3.0,1.0,80.0,0,9.0,6.0,3.0,8.0,7.0,1.0,7.0,765.6133367380628,10.0,2.3648104740024536
950,No,31.0,Non-Travel,587.0,Sales,2.0,4,Life Sciences,4.0,Female,57.0,3.0,3.0,Sales Executive,3.0,Divorced,9852.0,8935.0,1.0,Y,Yes,19.0,3.0,1.0,80.0,1,10.0,5.0,2.0,10.0,8.0,9.0,6.0,1172.6186871045957,22.0,
951,No,41.0,Non-Travel,256.0,Sales,10.0,2,Medical,3.0,Male,40.0,1.0,2.0,Sales Executive,2.0,Single,6151.0,22074.0,1.0,Y,No,13.0,3.0,1.0,80.0,0,19.0,,3.0,19.0,2.0,11.0,9.0,1114.3602641892635,,0.7480879887243459
952,Yes,31.0,Travel_Frequently,1060.0,Sales,1.0,3,Life Sciences,4.0,Female,54.0,3.0,1.0,Sales Representative,2.0,Single,2302.0,8319.0,1.0,Y,Yes,11.0,3.0,1.0,80.0,0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,1094.6205077141717,,
953,Yes,44.0,Travel_Rarely,935.0,Research & Development,3.0,3,Life Sciences,1.0,Male,89.0,3.0,1.0,Laboratory Technician,1.0,Married,2362.0,14669.0,4.0,Y,No,12.0,3.0,3.0,80.0,0,10.0,4.0,4.0,3.0,2.0,1.0,2.0,1401.5658984974355,25.0,
954,No,42.0,Non-Travel,495.0,Research & Development,2.0,1,Life Sciences,3.0,Male,37.0,3.0,4.0,Manager,3.0,Married,17861.0,26582.0,0.0,Y,Yes,13.0,3.0,4.0,80.0,0,21.0,3.0,2.0,20.0,8.0,2.0,10.0,700.4468987206783,25.0,
955,No,55.0,Travel_Rarely,282.0,Research & Development,2.0,2,Medical,4.0,Female,58.0,1.0,5.0,Manager,3.0,Married,19187.0,6992.0,4.0,Y,No,14.0,3.0,4.0,80.0,1,23.0,5.0,3.0,19.0,9.0,9.0,11.0,,,1.1425163760519688
956,No,56.0,Travel_Rarely,206.0,Human Resources,8.0,4,Life Sciences,4.0,Male,99.0,3.0,5.0,Manager,2.0,Single,19717.0,4022.0,6.0,Y,No,14.0,3.0,1.0,80.0,0,36.0,4.0,3.0,7.0,3.0,7.0,7.0,,,
957,No,40.0,Non-Travel,458.0,Research & Development,16.0,2,Life Sciences,3.0,Male,74.0,3.0,1.0,Research Scientist,3.0,Divorced,3544.0,8532.0,9.0,Y,No,16.0,3.0,2.0,80.0,1,6.0,0.0,3.0,4.0,2.0,0.0,0.0,1091.903229574362,22.0,
958,No,34.0,Travel_Rarely,943.0,Research & Development,9.0,3,Life Sciences,4.0,Male,86.0,3.0,3.0,Healthcare Representative,4.0,Divorced,8500.0,5494.0,,Y,No,11.0,3.0,4.0,80.0,1,10.0,0.0,2.0,9.0,7.0,1.0,6.0,503.08455411950126,10.0,
959,No,40.0,Travel_Rarely,523.0,Research & Development,2.0,3,Life Sciences,3.0,Male,98.0,3.0,2.0,Research Scientist,4.0,Single,4661.0,22455.0,,Y,No,13.0,3.0,3.0,80.0,0,9.0,4.0,3.0,9.0,8.0,,8.0,954.9656668292421,10.0,
960,No,41.0,Travel_Frequently,1018.0,Sales,1.0,3,Marketing,3.0,Female,66.0,3.0,2.0,Sales Executive,1.0,Divorced,4103.0,4297.0,0.0,Y,No,17.0,3.0,4.0,80.0,1,10.0,2.0,3.0,9.0,3.0,1.0,7.0,554.6254054180004,,
961,No,35.0,Travel_Frequently,482.0,Research & Development,4.0,4,Life Sciences,3.0,Male,87.0,3.0,2.0,Research Scientist,3.0,Single,4249.0,2690.0,1.0,Y,Yes,11.0,3.0,2.0,80.0,0,9.0,,3.0,9.0,6.0,1.0,1.0,870.2692240029431,10.0,10.033484280661007
962,No,51.0,Travel_Rarely,770.0,Human Resources,5.0,3,Life Sciences,3.0,Male,84.0,3.0,4.0,Manager,2.0,Divorced,14026.0,17588.0,1.0,Y,Yes,11.0,3.0,2.0,80.0,1,33.0,2.0,3.0,33.0,9.0,0.0,10.0,,22.0,
963,No,38.0,Travel_Rarely,1009.0,Sales,2.0,2,Life Sciences,2.0,Female,31.0,3.0,2.0,Sales Executive,1.0,Divorced,6893.0,19461.0,3.0,Y,No,15.0,3.0,4.0,80.0,1,11.0,,3.0,7.0,7.0,1.0,7.0,1653.820453685113,,1.899893666818171
964,No,34.0,Travel_Rarely,507.0,Sales,15.0,2,Medical,3.0,Female,66.0,3.0,2.0,Sales Executive,1.0,Single,6125.0,23553.0,1.0,Y,No,12.0,3.0,4.0,80.0,0,10.0,6.0,4.0,10.0,8.0,9.0,6.0,762.6081672939679,,
